product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_name
PRD00339,Bed_Bath_Table,51,487,1,1800,45,10,34,Elegant Pillow Cover Set
PRD00340,Party_Supplies,58,134,1,1300,70,11,11,Soft Party Supplies Accessory
PRD00341,Fashion_Bags_Accessories,51,372,2,150,16,9,11,Fresh Fashion Bags Accessories Set
PRD00342,Luggage_Accessories,39,278,1,700,19,48,35,Heavy-Duty Luggage Tag Set
PRD00343,Luggage_Accessories,32,1064,5,2900,40,55,30,Ultra Trolley Bag
PRD00344,Fashion_Bags_Accessories,34,426,4,200,16,9,11,Soft Fashion Bags Accessories Set
PRD00345,Health_Beauty,45,1886,1,300,16,18,16,Wireless Body Lotion
PRD00346,Stationery,41,552,2,200,23,7,15,Deluxe Stationery Pack
PRD00347,Bed_Bath_Table,55,166,1,700,49,4,50,Classic Table Runner
PRD00348,Telephony,52,819,4,200,17,13,16,Eco Telephony Edition
PRD00349,Air_Conditioning,51,2959,4,7800,105,10,40,Essential Air Conditioning
PRD00350,Stationery,53,500,2,550,16,4,11,Deluxe Stationery Bundle
PRD00351,Watches_Gifts,60,460,4,200,16,2,11,Compact Gift Set
PRD00352,Bed_Bath_Table,41,208,2,1000,30,7,24,Pro Table Runner
PRD00353,Stationery,52,219,1,1000,26,8,33,Portable Stationery Bundle
PRD00354,Construction_Tools_Lights,49,527,4,1450,60,5,30,Smart Construction Tools Lights Edition
PRD00355,Office_Furniture,41,1071,1,5850,45,55,16,Modern Office Desk
PRD00356,Baby,59,348,2,8300,45,25,45,Elegant Baby Blanket
PRD00357,Sports_Leisure,28,663,1,1800,28,12,18,Portable Tennis Racket
PRD00358,Sports_Leisure,50,1212,5,900,26,6,13,Pro Tennis Racket
PRD00359,Sports_Leisure,57,1156,1,415,19,19,19,Essential Skipping Rope
PRD00360,Telephony,51,1015,1,103,21,6,14,Soft Telephony Unit
PRD00361,Auto,42,878,2,500,20,8,14,Heavy-Duty Seat Cover Set
PRD00362,Stationery,62,621,1,600,16,6,11,Pro Stationery Item
PRD00363,Computers_Accessories,59,1238,5,4750,18,22,30,Modern Wireless Mouse
PRD00364,Watches_Gifts,37,610,1,263,18,15,16,Heavy-Duty Gift Set
PRD00365,Baby,52,446,1,50,16,2,11,Essential Baby Blanket
PRD00366,Perfumery,46,499,1,200,16,22,11,Advanced Eau De Toilette
PRD00367,Bed_Bath_Table,44,331,1,360,36,6,26,Ergonomic Pillow Cover Set
PRD00368,Cool_Stuff,47,1392,1,150,16,7,12,Premium Mini Gadget
PRD00369,Sports_Leisure,61,211,4,1100,32,5,30,Fresh Skipping Rope
PRD00370,Fashion_Bags_Accessories,60,1118,6,2250,22,15,20,Elegant Fashion Bags Accessories Piece
PRD00371,Auto,59,633,5,1475,68,9,35,Compact Dashboard Cleaner
PRD00372,Sports_Leisure,29,347,1,1600,100,7,11,Classic Cricket Kit
PRD00373,Health_Beauty,51,1918,1,1650,25,30,20,Compact Body Lotion
PRD00374,Toys,59,3492,3,650,35,10,15,Advanced Doll Set
PRD00375,Housewares,22,663,1,900,21,34,34,Lightweight Glass Storage Jar
PRD00376,Telephony,42,356,4,75,19,3,11,Elegant Telephony Edition
PRD00377,Garden_Tools,60,481,4,600,19,7,14,Compact Watering Can
PRD00378,Furniture_Decor,47,470,3,400,35,6,15,Fresh Wall Decor Light
PRD00379,Housewares,45,561,2,553,18,9,15,Sturdy Mixing Bowl
PRD00380,Books_General_Interest,42,1109,1,900,18,25,16,Premium Books General Interest Piece
PRD00381,Housewares,37,261,2,250,25,25,25,Classic Glass Storage Jar
PRD00382,Office_Furniture,38,2088,1,14900,58,28,58,Portable Foot Rest
PRD00383,Bed_Bath_Table,52,701,1,1100,16,10,16,Portable Comforter
PRD00384,Furniture_Decor,56,945,2,2050,30,22,18,Ultra Side Table
PRD00385,Furniture_Decor,58,1953,1,850,69,11,11,Lightweight Floor Lamp
PRD00386,Bed_Bath_Table,58,744,1,350,16,10,16,Sturdy Table Runner
PRD00387,Garden_Tools,45,616,3,1400,20,20,30,Smart Garden Shovel
PRD00388,Computers_Accessories,60,789,4,200,20,20,20,Eco Keyboard
PRD00389,Computers_Accessories,18,389,2,617,17,14,17,Lightweight Keyboard
PRD00390,Housewares,21,718,1,2600,16,41,41,Sturdy Dinner Plate Set
PRD00391,Drinks,57,497,1,200,20,9,14,Heavy-Duty Drinks Kit
PRD00392,Bed_Bath_Table,44,305,1,2000,49,16,39,Premium Bedsheet Set
PRD00393,Health_Beauty,42,167,2,266,20,8,18,Pro Vitamin Supplement
PRD00394,Telephony,54,409,1,200,19,4,11,Deluxe Telephony Set
PRD00395,Baby,52,1659,1,300,68,7,13,Compact Feeding Bottle
PRD00396,Pet_Shop,59,140,1,300,16,16,16,Soft Harness
PRD00397,Watches_Gifts,54,182,1,200,16,2,20,Smart Analog Watch
PRD00398,Small_Appliances,58,613,1,1300,20,16,20,Deluxe Sandwich Maker
PRD00399,Sports_Leisure,50,1530,4,482,18,11,16,Ergonomic Tennis Racket
PRD00400,Bed_Bath_Table,54,223,1,550,16,10,16,Fresh Bath Towel
PRD00401,Health_Beauty,48,762,1,270,16,16,15,Pro Hair Serum
PRD00402,Telephony,60,818,6,300,17,4,12,Premium Telephony Set
PRD00403,Market_Place,50,257,3,2150,40,25,30,Sturdy Market Place
PRD00404,Auto,58,894,1,3300,35,20,20,Essential Bike Helmet
PRD00405,Perfumery,45,416,1,200,16,16,16,Portable Eau De Toilette
PRD00406,Sports_Leisure,41,128,1,200,21,9,13,Pro Tennis Racket
PRD00407,Perfumery,40,1176,1,514,18,12,15,Pro Scent Set
PRD00408,Home_Construction,37,426,2,3100,38,28,28,Deluxe Home Construction Set
PRD00409,Housewares,42,395,1,1200,27,18,23,Premium Dinner Plate Set
PRD00410,Sports_Leisure,56,813,2,250,16,10,16,Portable Hiking Backpack
PRD00411,Toys,35,537,2,7400,45,29,53,Ultra Puzzle Game
PRD00412,La_Cuisine,57,232,1,7600,55,15,55,Soft La Cuisine
PRD00413,Sports_Leisure,50,844,1,875,40,26,20,Pro Cricket Kit
PRD00414,Furniture_Decor,58,1047,3,700,35,7,27,Classic Floor Lamp
PRD00415,Office_Furniture,58,869,2,900,17,10,15,Soft Filing Cabinet
PRD00416,Sports_Leisure,28,733,6,700,49,12,27,Fresh Cricket Kit
PRD00417,Bed_Bath_Table,53,628,2,1100,16,10,16,Premium Bath Towel
PRD00418,Cool_Stuff,34,443,7,1150,28,10,25,Lightweight Smart Keychain
PRD00419,Cool_Stuff,53,304,1,900,25,10,25,Elegant LED String Light
PRD00420,Books_Technical,60,1265,1,2050,29,5,21,Deluxe Books Technical Unit
PRD00421,Health_Beauty,57,1571,1,2150,28,32,11,Pro Vitamin Supplement
PRD00422,Health_Beauty,58,1690,4,490,30,5,25,Pro Body Lotion
PRD00423,Toys,59,1272,5,1000,30,13,30,Deluxe Action Figure
PRD00424,Computers_Accessories,57,991,4,200,16,4,14,Wireless Wireless Mouse
PRD00425,Housewares,31,580,2,500,19,13,20,Wireless Mixing Bowl
PRD00426,Bed_Bath_Table,50,208,1,500,16,10,16,Pro Bath Towel
PRD00427,Perfumery,46,483,1,1000,20,14,13,Soft Fragrance Spray
PRD00428,Auto,60,651,5,4200,78,4,47,Wireless Car Phone Holder
PRD00429,Perfumery,60,773,1,350,16,11,11,Fresh Eau De Toilette
PRD00430,Telephony,43,533,2,125,19,3,11,Elegant Telephony Set
PRD00431,Telephony,46,660,2,100,19,3,11,Wireless Telephony Set
PRD00432,Housewares,60,1206,4,4100,51,31,31,Soft Glass Storage Jar
PRD00433,Electronics,56,505,2,200,20,20,20,Classic Bluetooth Speaker
PRD00434,Consoles_Games,39,319,4,300,23,3,11,Essential Consoles Games
PRD00435,Housewares,55,871,7,8400,50,28,31,Ultra Dinner Plate Set
PRD00436,Housewares,60,314,1,1550,46,10,35,Essential Glass Storage Jar
PRD00437,Housewares,17,395,1,600,17,17,18,Modern Glass Storage Jar
PRD00438,Fashion_Bags_Accessories,56,1410,1,200,16,2,20,Classic Fashion Bags Accessories Edition
PRD00439,Auto,57,1631,3,500,16,21,18,Fresh Bike Helmet
PRD00440,Costruction_Tools_Tools,50,289,1,1250,22,17,20,Sturdy Costruction Tools Tools Accessory
PRD00441,Computers_Accessories,52,260,1,667,27,19,20,Smart Keyboard
PRD00442,Bed_Bath_Table,48,120,1,300,40,4,30,Ultra Bedsheet Set
PRD00443,Perfumery,52,365,1,400,18,18,12,Ultra Aroma Mist
PRD00444,Sports_Leisure,38,256,3,450,25,25,25,Soft Cricket Kit
PRD00445,Auto,41,1510,1,2800,16,2,11,Heavy-Duty Car Phone Holder
PRD00446,Furniture_Decor,60,438,1,250,20,6,11,Fresh Wall Decor Light
PRD00447,Furniture_Decor,51,535,1,250,35,5,25,Deluxe Bookshelf
PRD00448,Pet_Shop,50,365,3,300,24,12,12,Ultra Pet Shampoo
PRD00449,Furniture_Decor,28,196,2,1000,35,25,25,Portable Side Table
PRD00450,Furniture_Decor,29,764,1,6267,36,40,36,Advanced Wall Decor Light
PRD00451,Sports_Leisure,46,254,1,2653,53,15,36,Sturdy Tennis Racket
PRD00452,Furniture_Decor,58,2130,2,3000,69,11,11,Essential Wall Decor Light
PRD00453,Auto,54,1636,1,8500,18,29,13,Portable Bike Helmet
PRD00454,Sports_Leisure,43,877,1,2120,26,25,25,Soft Yoga Mat
PRD00455,Small_Appliances,52,640,3,750,30,30,30,Fresh Hand Mixer
PRD00456,Health_Beauty,40,684,2,200,16,16,12,Fresh Face Cream
PRD00457,Bed_Bath_Table,56,198,1,1650,35,20,30,Sturdy Bedsheet Set
PRD00458,Computers_Accessories,53,192,1,900,26,13,21,Classic Wireless Mouse
PRD00459,Housewares,55,783,1,150,32,5,16,Elegant Cutlery Set
PRD00460,Housewares,52,202,1,800,31,5,21,Wireless Dinner Plate Set
PRD00461,Cool_Stuff,22,683,3,700,20,20,20,Advanced Smart Keychain
PRD00462,Drinks,59,879,1,700,20,20,20,Essential Drinks Bundle
PRD00463,Baby,46,1654,6,10400,100,23,27,Classic Baby Pillow
PRD00464,Musical_Instruments,57,374,1,5850,40,9,105,Essential Ukulele
PRD00465,Bed_Bath_Table,39,347,1,75,17,12,17,Deluxe Pillow Cover Set
PRD00466,Stationery,55,1349,2,1000,27,10,20,Wireless Stationery Set
PRD00467,Auto,45,764,4,1475,32,28,28,Premium Car Phone Holder
PRD00468,Fashion_Bags_Accessories,52,1383,4,750,36,18,36,Sturdy Fashion Bags Accessories
PRD00469,Stationery,52,145,10,3600,36,8,15,Compact Stationery Piece
PRD00470,Furniture_Decor,42,461,3,2200,28,28,38,Portable Floor Lamp
PRD00471,Home_Appliances,47,82,1,150,20,13,15,Portable Hand Blender
PRD00472,Home_Construction,58,247,1,1750,30,20,30,Deluxe Home Construction
PRD00473,Sports_Leisure,54,1162,4,1300,44,8,30,Wireless Hiking Backpack
PRD00474,Furniture_Living_Room,24,356,2,7750,33,25,33,Essential Furniture Living Room
PRD00475,Housewares,46,616,1,3100,32,26,21,Advanced Mixing Bowl
PRD00476,Luggage_Accessories,21,769,4,1600,55,37,30,Ultra Luggage Tag Set
PRD00477,Watches_Gifts,58,635,2,350,19,13,13,Elegant Desk Clock
PRD00478,Health_Beauty,50,355,1,888,18,17,18,Modern Body Lotion
PRD00479,Computers_Accessories,39,160,3,150,16,4,14,Soft Keyboard
PRD00480,Housewares,46,193,1,1025,25,23,25,Classic Dinner Plate Set
PRD00481,Housewares,63,261,2,250,20,9,12,Heavy-Duty Mixing Bowl
PRD00482,Bed_Bath_Table,56,509,4,450,45,15,35,Essential Comforter
PRD00483,Health_Beauty,50,546,1,1000,16,12,13,Soft Vitamin Supplement
PRD00484,Housewares,26,201,1,400,16,9,12,Ultra Dinner Plate Set
PRD00485,Telephony,56,367,3,150,21,7,14,Wireless Telephony Bundle
PRD00486,Computers_Accessories,45,554,3,400,16,4,16,Elegant Wireless Mouse
PRD00487,Costruction_Tools_Garden,55,749,1,9500,56,30,28,Sturdy Costruction Tools Garden
PRD00488,Cool_Stuff,46,269,1,300,34,5,27,Pro Mini Gadget
PRD00489,Perfumery,30,138,1,150,22,7,16,Soft Eau De Toilette
PRD00490,Bed_Bath_Table,44,421,1,550,30,5,25,Wireless Table Runner
PRD00491,Auto,39,1571,3,1100,37,12,30,Heavy-Duty Seat Cover Set
PRD00492,Health_Beauty,46,841,1,300,19,12,13,Deluxe Face Cream
PRD00493,Health_Beauty,57,1668,1,850,18,10,14,Compact Hair Serum
PRD00494,Watches_Gifts,42,431,2,500,17,22,17,Compact Desk Clock
PRD00495,Sports_Leisure,54,675,1,750,26,23,23,Compact Cricket Kit
PRD00496,Health_Beauty,59,3939,6,150,28,13,12,Elegant Hair Serum
PRD00497,Housewares,54,2952,3,30000,76,51,51,Pro Mixing Bowl
PRD00498,Signaling_And_Security,53,512,1,325,17,17,17,Eco Signaling And Security
PRD00499,Fashion_Bags_Accessories,53,770,1,200,16,2,11,Ergonomic Fashion Bags Accessories Bundle
PRD00500,Telephony,50,561,3,200,19,3,12,Essential Telephony Item
PRD00501,Sports_Leisure,52,473,1,200,20,15,15,Fresh Yoga Mat
PRD00502,Fashion_Male_Clothing,32,713,2,800,20,7,20,Lightweight Fashion Male Clothing Bundle
PRD00503,Health_Beauty,48,589,1,700,20,16,17,Pro Face Wash
PRD00504,Watches_Gifts,60,394,6,250,16,2,11,Sturdy Analog Watch
PRD00505,Auto,58,674,3,1800,22,10,18,Smart Car Phone Holder
PRD00506,Watches_Gifts,51,393,1,300,19,13,13,Portable Analog Watch
PRD00507,Books_Technical,42,492,1,450,29,2,17,Advanced Books Technical Item
PRD00508,Computers_Accessories,57,761,1,400,16,21,15,Deluxe Wireless Mouse
PRD00509,Cool_Stuff,59,988,1,1635,23,30,17,Smart Mini Gadget
PRD00510,Furniture_Decor,52,832,1,750,20,35,20,Elegant Side Table
PRD00511,Health_Beauty,54,340,1,500,24,20,24,Ergonomic Face Wash
PRD00512,Consoles_Games,59,434,3,350,20,20,20,Advanced Consoles Games Item
PRD00513,Toys,43,389,1,200,18,13,16,Modern Doll Set
PRD00514,Bed_Bath_Table,60,166,3,950,26,15,19,Wireless Table Runner
PRD00515,Toys,25,119,1,300,16,17,11,Premium Action Figure
PRD00516,Health_Beauty,50,1083,2,452,20,11,18,Wireless Face Cream
PRD00517,Toys,60,919,2,17650,45,50,45,Advanced Doll Set
PRD00518,Bed_Bath_Table,56,393,2,1100,35,9,35,Classic Bath Towel
PRD00519,Housewares,58,235,5,5250,35,15,35,Essential Cutlery Set
PRD00520,Toys,31,254,1,200,16,10,11,Classic Building Blocks
PRD00521,Watches_Gifts,52,654,4,340,47,13,13,Compact Digital Watch
PRD00522,Health_Beauty,57,677,1,750,16,16,16,Wireless Face Cream
PRD00523,Bed_Bath_Table,58,430,1,2650,33,10,33,Premium Bath Towel
PRD00524,Furniture_Decor,58,477,1,300,35,10,25,Soft Bookshelf
PRD00525,Housewares,50,1123,1,13600,16,65,60,Modern Cutlery Set
PRD00526,Construction_Tools_Construction,59,711,6,1250,30,10,20,Classic Construction Tools Construction
PRD00527,Bed_Bath_Table,50,627,2,3950,33,14,33,Heavy-Duty Table Runner
PRD00528,Computers_Accessories,32,1095,2,400,38,2,29,Ultra Laptop Stand
PRD00529,Luggage_Accessories,59,857,7,1100,35,14,29,Smart Neck Pillow
PRD00530,Health_Beauty,45,379,3,200,16,16,16,Heavy-Duty Body Lotion
PRD00531,Home_Appliances,60,230,1,425,39,17,39,Heavy-Duty Hand Blender
PRD00532,Housewares,43,1129,1,22050,55,40,60,Modern Dinner Plate Set
PRD00533,Computers_Accessories,58,240,1,150,35,8,11,Compact Laptop Stand
PRD00534,Housewares,46,290,1,800,20,8,20,Deluxe Mixing Bowl
PRD00535,Furniture_Decor,57,209,11,800,40,8,35,Soft Bookshelf
PRD00536,Perfumery,60,418,1,650,16,10,11,Deluxe Eau De Parfum
PRD00537,Fashio_Female_Clothing,43,754,2,500,16,2,11,Premium Fashio Female Clothing
PRD00538,Cool_Stuff,57,1255,4,198,17,9,15,Elegant Smart Keychain
PRD00539,Housewares,27,868,2,500,22,16,16,Fresh Mixing Bowl
PRD00540,Housewares,41,687,2,950,27,30,27,Premium Glass Storage Jar
PRD00541,Auto,56,1310,1,3750,42,19,25,Modern Dashboard Cleaner
PRD00542,Sports_Leisure,32,513,3,250,16,6,20,Smart Skipping Rope
PRD00543,Fashion_Bags_Accessories,42,361,1,100,17,3,12,Advanced Fashion Bags Accessories
PRD00544,Stationery,59,495,7,800,22,7,15,Modern Stationery Unit
PRD00545,Construction_Tools_Safety,58,1720,3,200,17,7,17,Premium Tool Kit
PRD00546,Industry_Commerce_And_Business,44,1396,2,7225,16,103,25,Heavy-Duty Barcode Scanner
PRD00547,Cool_Stuff,20,740,1,50,40,30,50,Fresh Mini Gadget
PRD00548,Health_Beauty,52,1976,3,425,20,9,18,Ergonomic Face Cream
PRD00549,Bed_Bath_Table,54,383,1,950,50,5,50,Advanced Comforter
PRD00550,Toys,52,397,5,550,32,11,20,Modern Doll Set
PRD00551,Home_Appliances_2,59,319,7,14350,41,55,31,Modern Home Appliances 2
PRD00552,Health_Beauty,32,1046,1,328,20,14,18,Modern Face Wash
PRD00553,Bed_Bath_Table,32,306,1,1950,58,15,46,Smart Bedsheet Set
PRD00554,Health_Beauty,36,642,1,700,16,40,11,Portable Body Lotion
PRD00555,Home_Appliances,57,335,1,1250,22,11,20,Deluxe Hand Blender
PRD00556,Construction_Tools_Construction,56,290,2,400,20,5,20,Classic Construction Tools Construction Pack
PRD00557,Sports_Leisure,55,936,3,2320,63,33,17,Essential Skipping Rope
PRD00558,Garden_Tools,41,394,1,2700,16,30,25,Wireless Watering Can
PRD00559,Perfumery,47,723,1,455,21,15,17,Ultra Fragrance Spray
PRD00560,Fashion_Bags_Accessories,38,366,3,150,16,6,20,Pro Fashion Bags Accessories Pack
PRD00561,Bed_Bath_Table,51,115,1,2200,45,25,35,Fresh Comforter
PRD00562,Bed_Bath_Table,49,297,2,1400,37,23,35,Elegant Comforter
PRD00563,Home_Confort,55,200,2,450,45,15,35,Elegant Home Confort
PRD00564,Bed_Bath_Table,54,120,1,835,40,9,33,Fresh Bedsheet Set
PRD00565,Cool_Stuff,55,418,2,1250,36,16,24,Modern Flip Clock
PRD00566,Computers_Accessories,34,2457,1,550,26,17,17,Advanced Laptop Stand
PRD00567,Bed_Bath_Table,49,729,1,3850,20,30,30,Eco Bedsheet Set
PRD00568,Cool_Stuff,63,877,6,7000,22,52,27,Elegant Mini Gadget
PRD00569,Bed_Bath_Table,53,681,1,1250,19,17,22,Heavy-Duty Bedsheet Set
PRD00570,Watches_Gifts,47,528,3,850,48,16,25,Essential Analog Watch
PRD00571,Garden_Tools,49,374,1,900,30,10,20,Fresh Watering Can
PRD00572,Fashion_Underwear_Beach,63,3140,11,400,16,5,11,Deluxe Fashion Underwear Beach Unit
PRD00573,Watches_Gifts,52,585,1,400,20,11,19,Deluxe Watch Strap
PRD00574,Sports_Leisure,52,682,2,1100,24,16,15,Pro Tennis Racket
PRD00575,Garden_Tools,57,365,6,850,24,13,18,Fresh Plant Pot
PRD00576,Watches_Gifts,54,630,6,400,18,11,15,Sturdy Gift Set
PRD00577,Audio,60,1046,1,675,22,9,16,Sturdy Audio Interface
PRD00578,Health_Beauty,56,483,2,175,19,12,13,Premium Vitamin Supplement
PRD00579,Food_Drink,57,1322,1,1350,18,17,16,Portable Food Drink Set
PRD00580,Computers_Accessories,60,1503,5,588,20,17,15,Pro Laptop Stand
PRD00581,Housewares,41,897,1,450,20,10,20,Wireless Mixing Bowl
PRD00582,Auto,59,867,5,1500,68,9,33,Modern Dashboard Cleaner
PRD00583,Sports_Leisure,25,267,2,1550,35,30,40,Fresh Skipping Rope
PRD00584,Health_Beauty,46,1969,1,683,31,16,16,Ultra Face Cream
PRD00585,Furniture_Decor,53,575,1,2500,35,9,25,Advanced Wall Decor Light
PRD00586,Baby,51,1243,2,500,30,6,23,Advanced Swaddle Wrap
PRD00587,Sports_Leisure,52,1113,2,300,20,34,44,Sturdy Yoga Mat
PRD00588,Health_Beauty,44,820,1,350,16,16,15,Lightweight Face Wash
PRD00589,Cool_Stuff,51,425,1,250,16,12,11,Classic LED String Light
PRD00590,Furniture_Decor,47,348,1,2900,40,10,35,Ultra Wall Decor Light
PRD00591,Computers_Accessories,23,1036,2,200,16,2,11,Lightweight USB Hub
PRD00592,Telephony,45,742,3,383,16,12,13,Classic Telephony Kit
PRD00593,Consoles_Games,49,781,5,200,16,16,16,Eco Consoles Games Edition
PRD00594,Computers_Accessories,56,1173,1,1300,30,16,16,Ultra Wireless Mouse
PRD00595,Drinks,44,744,1,4300,16,15,11,Elegant Drinks Kit
PRD00596,Health_Beauty,53,2610,2,150,16,7,12,Portable Vitamin Supplement
PRD00597,Furniture_Decor,59,589,1,400,17,8,17,Modern Bookshelf
PRD00598,Bed_Bath_Table,58,262,1,1400,25,10,25,Ultra Bath Towel
PRD00599,Auto,56,1108,6,450,20,15,15,Wireless Bike Helmet
PRD00600,Sports_Leisure,54,660,1,154,17,10,13,Modern Cricket Kit
PRD00601,Housewares,55,132,1,470,21,23,21,Wireless Cutlery Set
PRD00602,Small_Appliances,58,613,1,650,16,10,16,Sturdy Juicer
PRD00603,Computers_Accessories,34,1122,2,100,18,11,14,Compact Keyboard
PRD00604,Bed_Bath_Table,55,739,1,1600,40,20,20,Portable Comforter
PRD00605,Furniture_Decor,52,646,1,400,16,30,20,Ergonomic Wall Decor Light
PRD00606,Bed_Bath_Table,60,298,1,2350,33,7,37,Wireless Pillow Cover Set
PRD00607,Housewares,52,1301,1,975,31,12,21,Pro Kitchen Organizer
PRD00608,Furniture_Decor,59,439,1,1800,30,6,20,Advanced Bookshelf
PRD00609,Bed_Bath_Table,54,687,2,1150,32,5,30,Elegant Bedsheet Set
PRD00610,Bed_Bath_Table,58,678,1,1250,19,17,22,Fresh Bath Towel
PRD00611,Health_Beauty,60,950,2,1300,42,12,20,Compact Vitamin Supplement
PRD00612,Furniture_Decor,58,275,1,1800,45,14,35,Fresh Bookshelf
PRD00613,Garden_Tools,54,2155,1,509,17,13,13,Compact Garden Shovel
PRD00614,Auto,58,177,1,100,16,15,16,Lightweight Car Phone Holder
PRD00615,Sports_Leisure,59,1104,1,8809,52,52,17,Advanced Yoga Mat
PRD00616,Construction_Tools_Construction,58,138,6,14900,48,30,48,Ergonomic Construction Tools Construction Unit
PRD00617,Furniture_Decor,56,296,2,1050,100,7,15,Compact Side Table
PRD00618,Bed_Bath_Table,57,520,1,950,29,10,25,Fresh Comforter
PRD00619,Cool_Stuff,35,377,2,500,19,17,25,Compact Smart Keychain
PRD00620,Telephony,58,733,6,100,18,6,14,Advanced Telephony Piece
PRD00621,Cool_Stuff,45,3033,5,12400,35,35,50,Eco Flip Clock
PRD00622,Stationery,36,215,1,700,45,10,31,Essential Stationery Accessory
PRD00623,Watches_Gifts,39,700,2,253,18,11,13,Sturdy Analog Watch
PRD00624,Health_Beauty,45,1194,1,1413,40,16,31,Modern Vitamin Supplement
PRD00625,Kitchen_Dining_Laundry_Garden_Furniture,57,354,4,1150,27,15,16,Lightweight Kitchen Dining Laundry Garden Furniture
PRD00626,Baby,36,654,3,18667,88,28,67,Deluxe Cotton Bib Set
PRD00627,Costruction_Tools_Garden,34,376,1,65,17,12,17,Classic Costruction Tools Garden Accessory
PRD00628,Pet_Shop,54,947,4,700,36,12,30,Eco Pet Food Bowl
PRD00629,Garden_Tools,42,567,3,1075,34,31,34,Wireless Pruning Shears
PRD00630,Pet_Shop,42,244,4,4050,30,53,30,Soft Pet Shampoo
PRD00631,Party_Supplies,60,430,1,200,16,6,11,Classic Party Supplies
PRD00632,Bed_Bath_Table,35,2618,1,1200,16,22,11,Portable Bath Towel
PRD00633,Pet_Shop,57,651,1,500,25,15,20,Wireless Pet Food Bowl
PRD00634,Construction_Tools_Construction,38,409,2,8817,43,24,47,Premium Construction Tools Construction
PRD00635,Music,50,364,2,100,24,11,16,Deluxe Music Accessory
PRD00636,Cool_Stuff,58,989,1,2050,42,25,15,Lightweight LED String Light
PRD00637,Office_Furniture,42,2115,1,13600,58,28,58,Heavy-Duty Filing Cabinet
PRD00638,Telephony,58,734,3,250,17,4,12,Soft Telephony Item
PRD00639,Electronics,60,300,4,24050,80,30,60,Deluxe Action Camera
PRD00640,Health_Beauty,59,1935,3,300,27,11,15,Eco Face Wash
PRD00641,Watches_Gifts,55,266,3,667,20,17,18,Advanced Digital Watch
PRD00642,Construction_Tools_Construction,58,339,1,7100,29,8,29,Premium Construction Tools Construction
PRD00643,Toys,60,804,1,600,23,25,20,Eco Building Blocks
PRD00644,Health_Beauty,59,374,2,1450,38,31,24,Smart Body Lotion
PRD00645,Housewares,55,747,1,6250,53,23,28,Eco Dinner Plate Set
PRD00646,Fixed_Telephony,28,1252,3,400,20,30,11,Compact Fixed Telephony
PRD00647,Watches_Gifts,26,567,1,283,18,12,13,Classic Analog Watch
PRD00648,Perfumery,47,1090,1,850,16,14,11,Advanced Scent Set
PRD00649,Bed_Bath_Table,58,871,1,1200,40,10,37,Ergonomic Comforter
PRD00650,Auto,48,557,4,350,44,17,30,Wireless Dashboard Cleaner
PRD00651,Auto,51,93,1,200,16,15,15,Portable Tyre Inflator
PRD00652,Telephony,55,316,2,150,16,4,11,Modern Telephony Item
PRD00653,Computers_Accessories,35,1101,1,250,42,2,30,Classic Wireless Mouse
PRD00654,Luggage_Accessories,41,1047,1,2240,76,10,14,Heavy-Duty Travel Duffel
PRD00655,Books_Technical,25,2021,1,213,21,2,14,Pro Books Technical
PRD00656,Toys,60,196,4,1150,30,30,30,Classic Building Blocks
PRD00657,Bed_Bath_Table,59,273,1,8850,16,10,16,Premium Bedsheet Set
PRD00658,Furniture_Decor,58,1969,2,3000,69,11,11,Heavy-Duty Storage Cabinet
PRD00659,Housewares,58,803,3,10900,71,25,45,Eco Glass Storage Jar
